dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,9.352536,9.652477,10.112300,0.992185,-3.154428,0.149710,6.249598
0.020000,9.371109,9.651892,10.130883,0.929144,-3.152043,0.119240,6.253827
0.020000,9.388426,9.651418,10.148205,0.866140,-3.150187,0.092777,6.257772
0.020000,9.404485,9.651039,10.164269,0.803164,-3.148787,0.070044,6.261430
0.020000,9.419286,9.650742,10.179073,0.740209,-3.147769,0.050880,6.264803
0.020000,9.432829,9.650514,10.192618,0.677267,-3.147071,0.034875,6.267888
0.020000,9.445115,9.650343,10.204905,0.614335,-3.146634,0.021887,6.270687
0.020000,9.456142,9.650219,10.215933,0.551407,-3.146402,0.011605,6.273199
0.020000,9.465911,9.650132,10.225703,0.488480,-3.146327,0.003727,6.275424
0.020000,9.474422,9.650074,10.234214,0.425553,-3.146365,-0.001924,6.277362
0.020000,9.481675,9.650038,10.241466,0.362623,-3.146479,-0.005682,6.279013
0.020000,9.487668,9.650017,10.247460,0.299691,-3.146635,-0.007775,6.280378
0.020000,9.492403,9.650007,10.252195,0.236755,-3.146804,-0.008454,6.281456
0.020000,9.495880,9.650002,10.255671,0.173815,-3.146963,-0.007980,6.282247
0.020000,9.498135,9.650000,10.257926,0.112750,-3.053252,4.685541,6.282761
0.020000,9.499363,9.650000,10.259155,0.061428,-2.566095,24.357896,6.283040
0.020000,9.499880,9.650000,10.259672,0.025842,-1.779327,39.338400,6.283158
0.020000,9.500000,9.650000,10.259792,0.005991,-0.992528,39.339910,6.283185
0.020000,9.500000,9.650000,10.259792,0.000000,-0.299563,34.648287,6.283185
